
[TILE_MAP]
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
2	3	4	5	6	7	4	5	6	7	4	5	6	7	4	5	6	7	4	5	6	7	4	5	6	7	4	5	6	7	4	5	6	7	4	5	6	7	4	5	6	7	4	5	6	7	4	5	6	7	4	5	6	7	4	5	6	7	4	2	8	9	10	10	
11	12	13	14	15	16	13	17	18	16	13	14	15	16	13	17	18	16	13	17	18	16	13	14	15	16	13	14	15	16	13	17	18	16	13	14	15	16	13	17	18	16	13	14	15	16	13	14	15	16	13	17	18	16	13	17	18	16	13	11	19	20	21	21	
11	12	13	22	4	23	13	14	15	16	13	22	4	23	13	17	18	16	13	14	15	16	13	22	4	23	13	22	4	23	13	14	15	16	13	22	4	23	13	17	18	16	13	22	4	23	13	22	4	23	13	14	15	16	13	17	18	16	13	11	19	20	21	21	
11	12	13	13	13	13	13	22	4	23	13	13	13	13	13	17	18	16	13	22	4	23	13	13	13	13	13	13	13	13	13	22	4	23	13	13	13	13	13	17	18	16	13	13	13	13	13	13	13	13	13	22	4	23	13	17	18	16	13	11	5	20	21	21	
2	3	13	13	13	13	13	13	13	13	13	13	13	13	13	14	15	16	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	14	15	16	13	13	13	13	13	13	13	13	13	13	13	13	13	14	15	16	13	11	24	20	21	21	
11	12	13	13	13	13	13	13	13	13	13	13	13	13	13	22	4	23	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	22	4	23	13	13	13	13	13	13	13	13	13	13	13	13	13	22	4	23	13	11	25	20	21	21	
11	12	26	27	28	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	11	30	20	21	21	
11	12	31	32	33	32	34	34	34	34	34	34	34	34	34	34	34	34	34	32	32	32	32	32	32	34	34	34	34	34	34	32	32	32	32	32	32	34	34	34	34	34	34	32	32	32	32	32	32	34	34	34	34	34	34	34	34	34	34	35	36	37	38	38	
39	40	41	42	39	40	41	42	39	40	41	42	39	40	41	42	39	40	41	43	32	32	32	32	44	40	41	42	39	40	41	43	32	32	32	32	44	40	41	42	39	40	41	43	32	32	32	32	44	40	41	42	39	40	41	42	39	40	41	42	39	40	41	42	
45	46	47	32	45	46	47	32	45	46	47	32	45	46	47	32	45	46	47	32	32	32	32	32	45	46	47	32	45	46	47	32	32	32	32	32	45	46	47	32	45	46	47	32	32	32	32	32	45	46	47	32	45	46	47	32	45	46	47	32	45	46	47	32	
32	48	32	32	32	48	32	32	32	48	32	32	32	48	32	32	32	48	32	32	32	32	32	32	32	48	32	32	32	48	32	32	32	32	32	32	32	48	32	32	32	48	32	32	32	32	32	32	32	48	32	32	32	48	32	32	32	48	32	32	32	48	32	32	
49	50	49	49	49	50	49	49	49	50	49	49	49	50	49	49	49	50	49	49	49	49	49	49	49	50	49	49	49	50	49	49	49	49	49	49	49	50	49	49	49	50	49	49	49	49	49	49	49	50	49	49	49	50	49	49	49	50	49	49	49	50	49	49	
51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	

[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba
# MARIO
0	96	120	1
# BRICK 
# --- fist broken bridge section
1	64	160	2
1	48	160	2
1	32	160	2
1	80	160	2
1	96	160	2
1	112	160	2
1	128	160	2
1	144	160	2
1	160	160	2
1	176	160	2
1	192	160	2
1	208	160	2
1	224	160	2
1	240	160	2
1	256	160	2
1	272	160	2
1	288	160	2
1	304	160	2
#left wall
1	14	160	2
1	14	142	2
1	14	126	2
1	14	110	2
1	14	94	2
1	14	78	2
1	14	62	2
1	14	46	2
# --- second broken bridge section
1	378	160	2
1	384	160	2
1	400	160	2
1	416	160	2
1	432	160	2
1	448	160	2
1	464	160	2
1	480	160	2
1	486	160	2

# --- third broken bridge section

1	576	160	2
1	582	160	2
1	598	160	2
1	614	160	2
1	630	160	2
1	646	160	2
1	662	160	2
1	678	160	2

#---4th section

1	774	160	2
1	790	160	2
1	806	160	2
1	822	160	2
1	838	160	2
1	854	160	2
1	870	160	2
1	886	160	2
1	902	160	2
1	918	160	2
1	934	160	2
1	950	160	2

# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
50	950	128	0	966	172	2

#TANK
4	100.0	0	4


<<<<<<< Updated upstream


#GOLEM
5	300	150	5

=======
>>>>>>> Stashed changes

#GOLEM
5	300	134	5	




