[TILE_MAP]
0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	
2	3	4	5	4	5	4	5	4	5	4	5	4	6	2	3	
0	1	7	8	8	9	10	8	8	9	9	9	9	11	0	1	
2	3	12	13	14	15	16	13	14	15	17	18	17	19	2	3	
0	1	20	21	22	23	24	21	22	23	25	26	25	27	0	1	
2	3	28	21	22	29	28	21	22	29	26	25	26	30	2	3	
0	1	20	31	32	33	24	31	32	33	25	26	25	27	0	1	
2	3	34	35	36	37	34	35	36	37	26	25	26	30	2	3	
0	1	38	26	25	26	25	26	25	26	25	26	25	27	0	1	
2	3	26	25	26	25	26	25	26	25	26	25	26	30	2	3	
0	1	38	26	25	26	25	26	25	26	25	26	25	27	0	1	
2	3	39	40	41	40	41	40	41	40	26	25	26	30	2	3	
0	1	42	43	43	43	43	43	43	44	45	26	25	27	0	1	
2	3	46	47	47	47	47	47	47	48	49	25	26	30	2	3	
0	1	50	51	52	51	52	51	52	53	54	26	25	27	0	1	
2	3	26	25	26	25	26	25	26	25	26	25	26	30	2	3	
0	1	38	26	25	26	25	26	25	26	25	26	25	27	0	1	
2	3	26	25	26	25	26	25	26	25	26	25	26	30	2	3	
0	1	38	26	25	26	25	26	25	26	25	26	25	27	0	1	
2	3	26	25	26	25	39	40	41	40	41	40	41	55	2	3	
0	1	38	26	25	56	57	43	43	43	43	43	43	58	0	1	
2	3	26	25	26	24	46	47	47	47	47	47	47	59	2	3	
0	1	38	26	25	34	50	51	52	51	52	51	52	60	0	1	
2	3	26	25	26	25	61	62	63	64	26	25	26	30	2	3	
0	1	38	26	25	26	65	66	67	68	25	26	25	27	0	1	
2	3	26	25	26	25	69	70	71	72	26	25	26	30	2	3	
0	1	38	26	25	26	73	74	75	76	25	26	25	27	0	1	
2	3	26	25	26	25	26	25	26	25	26	25	26	30	2	3	
0	1	38	26	25	26	25	26	25	26	25	26	25	27	0	1	
2	3	77	78	77	78	77	78	77	78	77	78	77	79	2	3	
0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	
2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3
[OBJECTS]
#BRICKS
1	16	48	2
1	32	48	2
1	48	48	2
1	64	48	2
1	80	48	2
1	96	48	2
1	112	48	2
1	128	48	2
1	144	48	2
1	160	48	2
1	176	48	2
1	192	48	2
1	208	48	2
1	224	48	2
1	16	64	2
1	48	64	2
1	64	64	2
1	112	64	2
1	128	64	2
1	224	64	2
1	16	80	2
1	48	80	2
1	64	80	2
1	112	80	2
1	128	80	2
1	224	80	2
1	16	96	2
1	48	96	2
1	64	96	2
1	112	96	2
1	128	96	2
1	224	96	2
1	16	112	2
1	48	112	2
1	64	112	2
1	112	112	2
1	128	112	2
1	224	112	2
1	16	128	2
1	224	128	2
1	16	144	2
1	224	144	2
1	16	160	2
1	224	160	2
1	16	176	2
1	224	176	2
1	16	192	2
1	32	192	2
1	48	192	2
1	64	192	2
1	80	192	2
1	96	192	2
1	112	192	2
1	128	192	2
1	144	192	2
1	224	192	2
1	16	208	2
1	32	208	2
1	48	208	2
1	64	208	2
1	80	208	2
1	96	208	2
1	112	208	2
1	128	208	2
1	144	208	2
1	224	208	2
1	16	224	2
1	32	224	2
1	48	224	2
1	64	224	2
1	80	224	2
1	96	224	2
1	112	224	2
1	128	224	2
1	144	224	2
1	224	224	2
1	16	240	2
1	224	240	2
1	16	256	2
1	224	256	2
1	16	272	2
1	224	272	2
1	16	288	2
1	224	288	2
1	16	304	2
1	224	304	2
1	16	320	2
1	96	320	2
1	112	320	2
1	128	320	2
1	144	320	2
1	160	320	2
1	176	320	2
1	192	320	2
1	208	320	2
1	224	320	2
1	16	336	2
1	96	336	2
1	112	336	2
1	128	336	2
1	144	336	2
1	160	336	2
1	176	336	2
1	192	336	2
1	208	336	2
1	224	336	2
1	16	352	2
1	96	352	2
1	112	352	2
1	128	352	2
1	144	352	2
1	160	352	2
1	176	352	2
1	192	352	2
1	208	352	2
1	224	352	2
1	16	368	2
1	224	368	2
1	16	384	2
1	224	384	2
1	16	400	2
1	224	400	2
1	16	416	2
1	224	416	2
1	16	432	2
1	224	432	2
1	16	448	2
1	224	448	2
1	16	464	2
1	224	464	2
1	16	480	2
1	32	480	2
1	48	480	2
1	64	480	2
1	80	480	2
1	96	480	2
1	112	480	2
1	128	480	2
1	144	480	2
1	160	480	2
1	176	480	2
1	192	480	2
1	208	480	2
1	224	480	2
#OHSOPHIA
20	112	384	20
#PORTAL
100	112	400	0	128	416	5

#QUADCANNON
56	160	224	56
56	48	336	56

#BLINK
57	54	273	57
57	96	120	57

#EYE
58	192	120	58
